stamp,x,y,yaw
1518632316.5314404964,-279.2408204760,-148.1797946695,-2.6112630659
1518632317.5319736004,-279.2403362295,-148.1796290779,-2.6112610118
1518632318.5320217609,-279.2398619821,-148.1794850022,-2.6112598577
1518632319.5316123962,-279.2393876381,-148.1793332634,-2.6112586358
1518632320.5321154594,-279.2389113135,-148.1791511455,-2.6112559088
1518632321.5322160721,-279.2384421512,-148.1789927973,-2.6112545521
1518632322.5318760872,-279.2379735356,-148.1788340700,-2.6112540131
1518632323.5320191383,-279.2374952217,-148.1786282319,-2.6112522940
1518632324.5322833061,-279.2370290508,-148.1784489297,-2.6112509813
1518632325.5316045284,-279.2365616761,-148.1782634438,-2.6112484746
1518632326.5324285030,-279.2360878702,-148.1780680593,-2.6112467122
1518632327.5322813988,-279.2356056321,-148.1778259488,-2.6112433288
1518632328.5319745541,-279.2351317577,-148.1776207426,-2.6112418470
1518632329.5319774151,-279.2346672134,-148.1774171353,-2.6112409413
1518632330.5322711468,-279.2341905681,-148.1771507313,-2.6112381625
1518632331.5318982601,-279.2337232238,-148.1769142582,-2.6112360456
1518632332.5324165821,-279.2332560686,-148.1766714263,-2.6112343857
1518632333.5319049358,-279.2327987668,-148.1764193987,-2.6112332398
1518632334.5319271088,-279.2323284130,-148.1761331075,-2.6112305801
1518632335.5324375629,-279.2318691210,-148.1758886616,-2.6112296396
1518632336.5407450199,-279.2314101713,-148.1755962476,-2.6112269126
1518632337.5320520401,-279.2309567505,-148.1753324411,-2.6112251862
1518632338.5321669579,-279.2305016857,-148.1750655278,-2.6112232881
1518632339.5323286057,-279.2300520268,-148.1748165296,-2.6112211165
1518632340.5415024757,-279.2296791211,-148.1745648933,-2.6112187241
1518632341.5320286751,-279.2291344096,-148.1742712191,-2.6112158475
1518632342.5318434238,-279.2286759807,-148.1740074812,-2.6112140192
1518632343.5626308918,-279.2282159760,-148.1737376268,-2.6112131036
1518632344.5622112751,-279.2277518012,-148.1734414482,-2.6112117118
1518632345.5620501041,-279.2272958946,-148.1731677212,-2.6112104134
1518632346.5626416206,-279.2268380127,-148.1729069512,-2.6112096255
1518632347.5624845028,-279.2263786358,-148.1726413023,-2.6112079783
1518632348.5627532005,-279.2259062562,-148.1723237746,-2.6112053495
1518632349.5622601509,-279.2254356222,-148.1720382836,-2.6112043462
1518632350.5623533726,-279.2249717738,-148.1717529292,-2.6112028530
1518632351.5629000664,-279.2245013289,-148.1714701336,-2.6112014913
1518632352.5627584457,-279.2240249531,-148.1711450600,-2.6111995462
1518632353.5625414848,-279.2235498747,-148.1708476325,-2.6111982837
1518632354.5626065731,-279.2230709393,-148.1705067105,-2.6111956584
1518632355.5625207424,-279.2225912723,-148.1701955593,-2.6111944518
1518632356.5627486706,-279.2221111724,-148.1698687787,-2.6111927331
1518632357.5630753040,-279.2216294561,-148.1695207831,-2.6111912180
1518632358.5628499985,-279.2211301610,-148.1691390309,-2.6111888436
1518632359.5627501011,-279.2206362204,-148.1687851723,-2.6111873748
1518632360.5623741150,-279.2201421755,-148.1683964450,-2.6111867107
1518632361.5628218651,-279.2196518183,-148.1679980551,-2.6111860290
1518632362.5781323910,-279.2191496193,-148.1675578104,-2.6111846216
1518632363.5630478859,-279.2186515486,-148.1671316715,-2.6111836576
1518632364.5622673035,-279.2181518318,-148.1667093769,-2.6111814331
1518632365.5630550385,-279.2176490010,-148.1662712594,-2.6111802784
1518632366.5628919601,-279.2171431368,-148.1658303387,-2.6111789293
1518632367.5628080368,-279.2166300095,-148.1653454992,-2.6111750933
1518632368.5625092983,-279.2161293012,-148.1648848691,-2.6111740331
1518632369.5628986359,-279.2156259142,-148.1644241926,-2.6111727121
1518632370.5626206398,-279.2151265733,-148.1639536582,-2.6111716765
1518632371.5625138283,-279.2146188870,-148.1634615313,-2.6111700991
1518632372.5626323223,-279.2141252206,-148.1629949560,-2.6111693761
1518632373.5628287792,-279.2136315281,-148.1625159857,-2.6111689341
1518632374.5623283386,-279.2131329363,-148.1620057085,-2.6111678570
1518632375.5627634525,-279.2126345328,-148.1615136268,-2.6111670126
1518632376.5625360012,-279.2121474233,-148.1610182770,-2.6111664103
1518632377.5620698929,-279.2116551322,-148.1604978656,-2.6111653533
1518632378.5624549389,-279.2111680526,-148.1600046421,-2.6111647308
1518632379.5627303123,-279.2106823239,-148.1595055766,-2.6111635767
1518632380.5630502701,-279.2101900094,-148.1589805917,-2.6111610492
1518632381.5623936653,-279.2097113819,-148.1584789482,-2.6111600462
1518632382.5623672009,-279.2092301867,-148.1579712292,-2.6111586922
1518632383.5621981621,-279.2087408320,-148.1574474553,-2.6111565170
1518632384.5622212887,-279.2082598015,-148.1569473198,-2.6111561353
1518632385.5620269775,-279.2077797213,-148.1564365964,-2.6111554936
1518632386.5626382828,-279.2072975063,-148.1559004674,-2.6111537005
1518632387.5625367165,-279.2068185595,-148.1553792581,-2.6111518447
1518632388.5620348454,-279.2063420424,-148.1548605083,-2.6111512606
1518632389.5635843277,-279.2058660447,-148.1543236308,-2.6111494629
1518632390.5624613762,-279.2053936154,-148.1537973563,-2.6111477419
1518632391.5626132488,-279.2049255078,-148.1532625161,-2.6111466600
1518632392.5623664856,-279.2044535150,-148.1527362092,-2.6111455430
1518632393.5623285770,-279.2039767637,-148.1521960834,-2.6111441477
1518632394.5628793240,-279.2035048573,-148.1516735003,-2.6111436984
1518632395.5627484322,-279.2030297815,-148.1511512053,-2.6111430593
1518632396.5661718845,-279.2025557376,-148.1506063358,-2.6111412416
1518632397.5625960827,-279.2020841001,-148.1500726581,-2.6111398898
1518632398.5626633167,-279.2016138346,-148.1495436463,-2.6111376834
1518632399.5621893406,-279.2011375255,-148.1489848154,-2.6111362184
1518632400.5629570484,-279.2006737528,-148.1484459938,-2.6111347097
1518632401.5624907017,-279.2002053080,-148.1479082501,-2.6111330605
1518632402.5623922348,-279.1997377151,-148.1473654258,-2.6111312785
1518632403.5624413490,-279.1992551648,-148.1467980500,-2.6111274259
1518632404.5630695820,-279.1987805918,-148.1462477830,-2.6111240705
1518632405.5624625683,-279.1982955491,-148.1456991117,-2.6111159468
1518632406.5625066757,-279.1978097620,-148.1451289432,-2.6111085198
1518632407.5631890297,-279.1973302092,-148.1445658884,-2.6110967390
1518632408.5628635883,-279.1968613755,-148.1440178240,-2.6110938261
1518632409.5622739792,-279.1963918728,-148.1434637440,-2.6110925737
1518632410.5622389317,-279.1959234323,-148.1429125965,-2.6110914396
1518632411.5625278950,-279.1954480755,-148.1423686077,-2.6110903101
1518632412.5624997616,-279.1949752605,-148.1418052316,-2.6110895452
1518632413.5627379417,-279.1944982352,-148.1412428232,-2.6110876173
1518632414.5629732609,-279.1940207936,-148.1406894791,-2.6110868090
1518632415.5629055500,-279.1935453973,-148.1401439042,-2.6110863599
1518632416.5629606247,-279.1930625742,-148.1395822364,-2.6110843402
1518632417.5627768040,-279.1925832233,-148.1390432502,-2.6110830926
1518632418.5623850822,-279.1921002490,-148.1385101456,-2.6110816423
1518632419.5629253387,-279.1916195808,-148.1379756375,-2.6110798132
1518632420.5626220703,-279.1911433411,-148.1374513194,-2.6110787697
1518632421.5627357960,-279.1906645014,-148.1369299852,-2.6110775575
1518632422.5628952980,-279.1901792493,-148.1363957728,-2.6110769963
1518632423.5624623299,-279.1896872107,-148.1358588045,-2.6110755348
1518632424.5929002762,-279.1892014787,-148.1353221380,-2.6110735947
1518632425.5925741196,-279.1887111325,-148.1347889315,-2.6110710810
1518632426.5925457478,-279.1882166239,-148.1342363283,-2.6110682771
1518632427.5923628807,-279.1877246006,-148.1337071765,-2.6110668977
1518632428.5926320553,-279.1872334384,-148.1331941026,-2.6110651468
1518632429.5920064449,-279.1867368215,-148.1326772989,-2.6110641296
1518632430.5929007530,-279.1862462433,-148.1321576335,-2.6110620183
1518632431.5923302174,-279.1857520492,-148.1316169813,-2.6110601350
1518632432.5925858021,-279.1852566534,-148.1310883864,-2.6110586585
1518632433.5921151638,-279.1847635378,-148.1305500755,-2.6110571707
1518632434.5923643112,-279.1842674931,-148.1299986650,-2.6110561171
1518632435.5924627781,-279.1837605265,-148.1294363552,-2.6110542502
1518632436.5925269127,-279.1832597668,-148.1288932756,-2.6110533830
1518632437.5924248695,-279.1827544427,-148.1283271045,-2.6110514604
1518632438.5921177864,-279.1822524498,-148.1277850784,-2.6110499807
1518632439.5927095413,-279.1817475168,-148.1272296912,-2.6110495133
1518632440.5929656029,-279.1812443829,-148.1266760864,-2.6110481796
1518632441.5974278450,-279.1807358556,-148.1260905621,-2.6110464005
1518632442.5927374363,-279.1802351456,-148.1255227526,-2.6110455993
1518632443.5929045677,-279.1797277021,-148.1249540246,-2.6110456403
1518632444.5929701328,-279.1792216257,-148.1243775737,-2.6110443578
1518632445.5924274921,-279.1787112949,-148.1237708109,-2.6110424600
1518632446.5928993225,-279.1782033778,-148.1231864714,-2.6110410300
1518632447.5928599834,-279.1776946396,-148.1225881663,-2.6110403589
1518632448.5927948952,-279.1771834344,-148.1220016710,-2.6110393435
1518632449.5926961899,-279.1766726423,-148.1213798862,-2.6110377978
1518632450.5929079056,-279.1761625372,-148.1207648632,-2.6110368838
1518632451.5927050114,-279.1756541362,-148.1201460544,-2.6110359054
1518632452.5922996998,-279.1751463010,-148.1195274455,-2.6110352204
1518632453.6005387306,-279.1746280673,-148.1188942652,-2.6110332375
1518632454.5921056271,-279.1741164308,-148.1182688619,-2.6110324667
1518632455.5923421383,-279.1736067734,-148.1176426862,-2.6110315907
1518632456.5926043987,-279.1730936640,-148.1170032231,-2.6110306769
1518632457.5929639339,-279.1725870079,-148.1163723989,-2.6110292587
1518632458.5927867889,-279.1720795082,-148.1157399765,-2.6110289286
1518632459.5968415737,-279.1715661216,-148.1150896064,-2.6110273808
1518632460.5923154354,-279.1710590056,-148.1144467096,-2.6110264944
1518632461.5926167965,-279.1705490106,-148.1138133757,-2.6110255498
1518632462.5925681591,-279.1700344532,-148.1131517200,-2.6110247660
1518632463.5921726227,-279.1695256753,-148.1124984978,-2.6110230869
1518632464.5926616192,-279.1690180408,-148.1118390214,-2.6110217423
1518632465.5953528881,-279.1685037774,-148.1111600836,-2.6110195217
1518632466.5930016041,-279.1679986818,-148.1104977604,-2.6110190154
1518632467.5925543308,-279.1674902357,-148.1098275208,-2.6110179738
1518632468.5929472446,-279.1669790275,-148.1091473721,-2.6110165030
1518632469.5925326347,-279.1664642112,-148.1084454170,-2.6110150135
1518632470.5929737091,-279.1659530077,-148.1077483292,-2.6110111027
1518632471.6150307655,-278.4965712575,-147.7190971987,-2.6213958422
1518632472.6155056953,-279.2690144739,-148.1649034407,-2.5998719522
1518632473.6157681942,-280.2816303266,-148.8426838769,-2.4921074657
1518632474.6156294346,-281.7244316201,-150.1767649009,-2.3210225069
1518632475.6376726627,-283.3973218807,-151.9977787433,-2.3258825161
1518632476.6381850243,-285.4098337439,-153.8663705522,-2.4355275906
1518632477.6381747723,-288.2650953094,-156.0457633506,-2.5196691153
1518632478.6510949135,-292.1430633751,-158.6548417300,-2.5799272922
1518632479.6398394108,-296.6189049376,-161.3120677720,-2.6250766817
1518632480.6644136906,-301.5833379554,-163.9775394563,-2.6638229028
1518632481.6647584438,-306.5301323349,-166.4728900682,-2.6837039956
1518632482.6862680912,-311.5035092460,-168.8972722207,-2.6878201440
1518632483.6865444183,-316.1028303279,-171.1163314832,-2.6907512403
1518632484.6863572598,-320.2421231918,-173.0960253463,-2.7050397928
1518632485.6859397888,-323.9627949098,-174.6325115517,-2.7996509862
1518632486.6865663528,-327.4415486324,-175.6095033791,-2.8973946364
1518632487.6866140366,-330.4919171809,-176.3263411220,-2.8863391445
1518632488.6864333153,-332.7878499790,-177.0244397300,-2.7799426700
1518632489.6859078407,-334.0198968077,-177.5685012630,-2.6811615283
1518632490.6865749359,-334.1252983980,-177.6305345929,-2.6707770631
1518632491.6990842819,-334.1024759777,-177.6231351349,-2.6692030607
1518632492.6857068539,-334.0929484760,-177.6196551335,-2.6686988917
1518632493.6866567135,-334.0851775230,-177.6161379434,-2.6684328906
1518632494.6859524250,-334.0757776257,-177.6108831159,-2.6684372350
1518632495.6865565777,-334.0694207578,-177.6069025742,-2.6685083701
1518632496.6863083839,-334.0616591468,-177.6012986638,-2.6686559139
1518632497.6863965988,-334.0560598048,-177.5979730702,-2.6686911279
1518632498.6861796379,-334.0509951898,-177.5946918270,-2.6687171482
1518632499.6863582134,-334.0474778877,-177.5925385574,-2.6687269404
1518632500.6865534782,-334.0429249832,-177.5899135670,-2.6687540900
1518632501.6863126755,-334.0394150842,-177.5880152292,-2.6687668798
1518632502.6863341331,-334.0366983867,-177.5863705994,-2.6687727851
1518632503.6860284805,-334.0332274803,-177.5842312631,-2.6687766859
1518632504.6863012314,-334.0305762431,-177.5828316728,-2.6687633745
1518632505.6861901283,-334.0275790082,-177.5812830173,-2.6687628269
1518632506.6860907078,-334.0251708340,-177.5799676850,-2.6687582859
1518632507.6857430935,-334.0228681936,-177.5786330596,-2.6687463726
1518632508.6864728928,-334.0210656092,-177.5775469341,-2.6687470876
1518632509.6862044334,-334.0188770788,-177.5763404902,-2.6687453660
1518632510.6862521172,-334.0165525276,-177.5750229884,-2.6687473950
1518632511.6862671375,-334.0146483244,-177.5738542084,-2.6687550270
1518632512.6857371330,-334.0132183603,-177.5729576317,-2.6687626823
1518632513.6974160671,-334.0110382314,-177.5717937660,-2.6687644318
1518632514.6932692528,-334.0093567231,-177.5708931626,-2.6687606017
1518632515.6863472462,-334.0080332391,-177.5701078019,-2.6687580245
1518632516.6858949661,-334.0061322959,-177.5689695382,-2.6687586638
1518632517.6865391731,-334.0045977791,-177.5681068862,-2.6687593017
1518632518.6859693527,-334.0030987280,-177.5671966846,-2.6687531839
1518632519.6862082481,-334.0018648950,-177.5664963564,-2.6687510210
1518632520.6902978420,-334.0004136513,-177.5656829856,-2.6687533290
1518632521.6867110729,-333.9988937453,-177.5647861171,-2.6687525730
1518632522.6863141060,-333.9974911831,-177.5640558729,-2.6687541427
1518632523.6861865520,-333.9959086846,-177.5632088447,-2.6687522776
1518632524.6859440804,-333.9948128703,-177.5625924718,-2.6687544048
1518632525.6862983704,-333.9933196168,-177.5617424979,-2.6687607310
1518632526.6859040260,-333.9921637683,-177.5610994500,-2.6687620551
1518632527.6864109039,-333.9909176123,-177.5604709462,-2.6687605019
1518632528.6859011650,-333.9894611136,-177.5597165690,-2.6687604617
1518632529.6862213612,-333.9882246983,-177.5590533099,-2.6687596928
1518632530.6862118244,-333.9870406731,-177.5583918719,-2.6687583296
1518632531.6860692501,-333.9860696656,-177.5579056178,-2.6687573279
1518632532.6867895126,-333.9848850392,-177.5573280876,-2.6687568440
1518632533.6859474182,-333.9834902903,-177.5566330936,-2.6687487314
1518632534.6861629486,-333.9823438761,-177.5560803128,-2.6687486895
1518632535.6859157085,-333.9813984077,-177.5555989551,-2.6687492720
1518632536.6857240200,-333.9801125953,-177.5549912122,-2.6687465328
1518632537.6867032051,-333.9792171031,-177.5545885747,-2.6687456216
1518632538.6857359409,-333.9780962116,-177.5540213507,-2.6687420562
1518632539.6865024567,-333.9770549477,-177.5535363153,-2.6687385895
1518632540.6861524582,-333.9758247805,-177.5529725270,-2.6687375154
1518632541.6864070892,-333.9747939579,-177.5525113292,-2.6687347861
1518632542.6864216328,-333.9739464571,-177.5521463617,-2.6687340391
1518632543.6862316132,-333.9729058888,-177.5516574525,-2.6687331509
1518632544.6860876083,-333.9719149774,-177.5511961741,-2.6687298330
1518632545.6862971783,-333.9707627204,-177.5506325910,-2.6687294971
1518632546.6862163544,-333.9697667816,-177.5501824975,-2.6687298786
1518632547.6861701012,-333.9689923015,-177.5498143426,-2.6687306544
1518632548.6860818863,-333.9680199139,-177.5493693783,-2.6687311489
1518632549.6858990192,-333.9669143266,-177.5488196404,-2.6687294310
1518632550.6865861416,-333.9659362413,-177.5482943772,-2.6687275457
1518632551.6859750748,-333.9650361985,-177.5478915055,-2.6687237701
1518632552.6859052181,-333.9641488409,-177.5474498602,-2.6687229050
1518632553.6862349510,-333.9632697456,-177.5470128420,-2.6687205097
1518632554.6859557629,-333.9624186197,-177.5465392254,-2.6687202973
1518632555.6879420280,-333.9615206471,-177.5460752577,-2.6687204269
1518632556.6865620613,-333.9607059602,-177.5456682788,-2.6687201402
1518632557.6858181953,-333.9599339100,-177.5453160827,-2.6687190949
1518632558.6858551502,-333.9591788187,-177.5449648773,-2.6687198330
1518632559.6860280037,-333.9584044496,-177.5446359241,-2.6687183230
1518632560.6862413883,-333.9576541486,-177.5443099672,-2.6687181399
1518632561.6865532398,-333.9570102385,-177.5439929654,-2.6687176357
1518632562.6865277290,-333.9561466765,-177.5435757744,-2.6687187136
1518632563.6857445240,-333.9554047228,-177.5432134457,-2.6687200791
1518632564.6860787868,-333.9546850169,-177.5428480461,-2.6687220161
1518632565.6885190010,-333.9539552871,-177.5424971143,-2.6687222633
1518632566.6936640739,-333.9531881841,-177.5420812443,-2.6687212572
1518632567.6862745285,-333.9524554902,-177.5416808408,-2.6687213533
1518632568.6861264706,-333.9517482716,-177.5412716748,-2.6687218060
1518632569.6865310669,-333.9511531234,-177.5409626773,-2.6687222883
1518632570.6862194538,-333.9503055002,-177.5404669411,-2.6687226681
1518632571.6949872971,-333.9495590587,-177.5400017761,-2.6687208430
1518632572.6863117218,-333.9488594788,-177.5395391231,-2.6687202296
1518632573.6862564087,-333.9482753559,-177.5391521672,-2.6687206915
1518632574.6863224506,-333.9474500185,-177.5385953714,-2.6687205117
1518632575.6860833168,-333.9467452019,-177.5381448779,-2.6687216400
1518632576.6961312294,-333.9459908569,-177.5376315579,-2.6687238861
1518632577.6863291264,-333.9452688691,-177.5371472846,-2.6687233556
1518632578.6864633560,-333.9445624784,-177.5366301331,-2.6687231357
1518632579.6857600212,-333.9437127328,-177.5360169914,-2.6687233185
1518632580.6866471767,-333.9428679459,-177.5353832402,-2.6687234312
1518632581.6865680218,-333.9421744183,-177.5348607616,-2.6687233906
1518632582.6857087612,-333.9411619966,-177.5341107249,-2.6687240722
1518632583.6858363152,-333.9404778516,-177.5335985805,-2.6687240031
1518632584.6859366894,-333.9394681889,-177.5328438063,-2.6687244815
1518632585.6867103577,-333.9386229956,-177.5322093912,-2.6687251171
1518632586.6865394115,-333.9378374869,-177.5316580669,-2.6687262973
1518632587.6866257191,-333.9370510777,-177.5310768296,-2.6687270677
1518632588.6866328716,-333.9363812878,-177.5305852663,-2.6687266232
1518632589.6863162518,-333.9355645457,-177.5299741590,-2.6687273618
1518632590.6859762669,-333.9347458242,-177.5293412372,-2.6687264265
1518632591.6866543293,-333.9337914726,-177.5286284111,-2.6687253975
1518632592.6860406399,-333.9329920659,-177.5280269947,-2.6687260186
1518632593.6857562065,-333.9321896500,-177.5274087550,-2.6687269609
1518632594.6867027283,-333.9313877519,-177.5268148449,-2.6687269493
1518632595.6864857674,-333.9305975759,-177.5261738528,-2.6687282531
1518632596.6864697933,-333.9298133576,-177.5255223965,-2.6687293763
1518632597.6862947941,-333.9291619605,-177.5249814297,-2.6687298751
1518632598.6967842579,-333.9282634965,-177.5242361871,-2.6687311070
1518632599.6861305237,-333.9275219303,-177.5236268215,-2.6687325604
1518632600.6857492924,-333.9269196556,-177.5231216183,-2.6687350727
1518632601.6866075993,-333.7576734759,-177.4359019621,-2.6753401791
1518632602.7068052292,-333.4369454776,-177.2722431814,-2.6634843513
1518632603.7066335678,-332.9565157232,-177.0060920602,-2.6136243016
1518632604.7349555492,-332.7630170863,-176.8906218157,-2.5999833405
1518632605.7514381409,-332.8794913142,-176.9585684281,-2.5863333408
1518632606.7517676353,-333.3828941708,-177.2992540939,-2.4961919513
1518632607.8125691414,-334.1952145129,-178.0426184880,-2.3220724337
1518632608.8706798553,-335.0429060930,-179.0686178398,-2.2056359239
1518632609.9151299000,-335.9762081428,-180.3150072114,-2.2348885356
1518632610.9362249374,-337.3384947537,-181.9391633523,-2.3052867636
1518632611.9588274956,-339.4680562210,-183.9266396904,-2.4898861904
1518632612.9884126186,-342.7509361575,-185.8379979681,-2.6952571349
1518632613.9881651402,-347.0315931701,-187.8708752555,-2.6751498181
1518632614.9878940582,-352.2195776501,-190.7441513100,-2.6260323766
1518632616.0453262329,-358.7414653336,-194.3396967973,-2.6534559543
1518632617.1245789528,-366.4673492472,-198.2773093777,-2.6649703326
1518632618.1851041317,-374.4756972887,-202.4809856078,-2.6403899677
1518632619.2076590061,-382.0410210709,-206.7724755471,-2.6229260999
1518632620.2633922100,-389.7665938785,-211.0478895683,-2.6440632854
1518632621.2967097759,-397.2660077520,-215.0575029875,-2.6520576824
1518632622.3629462719,-404.8902010129,-219.2057015849,-2.6416316370
1518632623.4243185520,-412.4080113162,-223.2915261096,-2.6490532896
1518632624.4798474312,-419.8780896325,-227.3002971105,-2.6473328951
1518632625.5432717800,-427.3730198133,-231.3034794738,-2.6637205098
1518632626.6027376652,-434.7868030622,-235.1776266583,-2.6671780064
1518632627.6265263557,-441.9635515320,-238.9727839113,-2.6435844621
1518632628.7193095684,-449.6368235289,-243.1618370419,-2.6384523097
1518632629.7861855030,-457.1432479888,-247.2377239925,-2.6555820465
1518632630.7867991924,-464.2501748305,-250.9232738002,-2.6670630426
1518632631.8559625149,-471.7782031018,-254.9838171365,-2.6461536954
1518632632.9287064075,-479.2882491119,-259.1068283557,-2.6483433711
1518632633.9519846439,-486.5043678700,-262.9278444639,-2.6681108919
1518632634.9755737782,-493.7913096632,-266.6756439518,-2.6708916553
1518632636.0006341934,-501.0232267877,-270.5187369408,-2.6562284112
1518632637.0290508270,-508.2461712140,-274.4271035771,-2.6598464487
1518632638.0590894222,-515.4900737690,-278.3003554083,-2.6601432320
1518632639.1058104038,-522.8812221662,-282.1635973818,-2.6670118676
1518632640.1705644131,-530.3886076094,-286.1302246163,-2.6573143761
1518632641.1944301128,-537.6006855720,-289.9207677682,-2.6621982224
1518632642.2261488438,-544.8435961555,-293.8189544523,-2.6240424250
1518632643.2599029541,-551.4013604965,-297.8243101171,-2.5669647250
1518632644.3207044601,-557.4033094381,-301.3387610489,-2.6825771483
1518632645.3782391548,-563.2037644234,-304.0317854640,-2.7245098178
1518632646.3774859905,-568.0073775950,-306.2577925058,-2.6897436720
1518632647.4269979000,-572.2006834692,-308.4622087520,-2.6332182750
1518632648.4568243027,-576.5081951832,-310.9180322530,-2.6295402045
1518632649.5062880516,-581.5226348876,-313.6630407615,-2.6419369697
1518632650.5265979767,-587.1525735132,-316.6980606261,-2.6399487801
1518632651.5861070156,-593.8492494925,-320.3686898562,-2.6422216832
1518632652.6291272640,-601.3078583035,-324.2925300886,-2.6643320704
1518632653.6329848766,-608.7341318870,-328.1691108903,-2.6568609662
1518632654.6759960651,-616.3817022992,-332.2424166433,-2.6509642041
1518632655.7075154781,-623.8273705914,-336.2378933139,-2.6637777540
1518632656.7484378815,-631.3900807332,-339.9975833851,-2.6984846164
1518632657.7921488285,-639.0027145883,-343.5631248128,-2.7094026551
1518632658.8309483528,-646.5603533401,-347.0934684376,-2.7120183553
1518632659.8785412312,-654.2008452340,-350.5318445071,-2.7312743945
1518632660.9386563301,-661.9130485199,-353.8118794786,-2.7452763778
1518632662.0160293579,-669.8493387702,-357.1146283532,-2.7556995209
1518632663.0675580502,-677.6473756120,-360.2277421257,-2.7637812615
1518632664.1378397942,-685.6010330416,-363.4590739376,-2.7505478797
1518632665.1412022114,-692.9903047012,-366.5635975913,-2.7508994700
1518632666.1889617443,-700.6849819620,-369.7559364853,-2.7555501919
1518632667.2537860870,-708.0182566968,-372.7369224274,-2.7563634179
1518632668.3293232918,-714.4716169775,-375.3167636052,-2.7699188727
1518632669.3699016571,-719.8665298607,-377.3956931666,-2.7676716654
1518632670.4238662720,-724.4115125230,-379.1397586769,-2.7800395204
1518632671.5164897442,-728.6748716417,-380.5268272872,-2.8810263428
1518632672.5710425377,-732.6552856058,-381.1449346129,-3.0842087844
1518632673.6100008488,-735.5276881025,-381.0805634475,3.0618694043
1518632674.6907348633,-736.5791513202,-380.9505025399,3.0099782969
1518632675.7650783062,-737.3956001611,-380.8254289841,2.9879044803
1518632676.8144631386,-738.1013850125,-380.6981924047,2.9743177324
1518632677.8903067112,-738.1521345931,-380.6751020096,2.9685663112
1518632678.9435737133,-738.1011313859,-380.6737341738,2.9657773551
1518632679.9667041302,-738.8078894057,-380.5470393738,2.9757126957
1518632681.0395581722,-740.5239446588,-380.1739953566,2.8752813396
1518632682.1027524471,-742.2942092982,-379.4572829069,2.6509071264
1518632683.1280748844,-743.7074869677,-378.5166831727,2.4619183293
1518632684.2223775387,-744.9113404787,-377.4212504721,2.3366025694
1518632685.2688429356,-745.0308050181,-377.2969152021,2.3282776473
1518632686.2938654423,-745.0217509412,-377.3063264144,2.3285727259
1518632687.2953140736,-745.0170506489,-377.3112054348,2.3287874873
1518632688.3453433514,-745.0110534719,-377.3157315278,2.3299456503
1518632689.3231430054,-745.0043525222,-377.3214844795,2.3297473234
1518632690.3233430386,-745.5123025134,-376.7728478276,2.3022170162
1518632691.3906927109,-746.7604231254,-375.2764937708,2.2390245104
1518632692.4149384499,-748.1272534141,-373.4658331915,2.1888283533
1518632693.4135615826,-749.2598421632,-371.7835512657,2.1359886782
1518632694.4134390354,-750.2964279422,-369.9968929857,2.0743112450
1518632695.4335653782,-751.5658717445,-367.6307957980,2.0661584478
1518632696.4665665627,-753.2811189033,-364.5861273259,2.1084577109
1518632697.5278460979,-755.6494656218,-360.7520419983,2.1390486226
1518632698.5555548668,-758.4348329503,-356.4188543038,2.1435334052
1518632699.6083886623,-761.4653088109,-351.7009362143,2.1397688065
1518632700.6286642551,-764.3674627880,-347.1410099030,2.1371338183
1518632701.6281692982,-767.1441472836,-342.7496748071,2.1352039060
1518632702.6821010113,-770.0168554165,-338.1803795775,2.1343126396
1518632703.6785526276,-772.7349628708,-333.8844013718,2.1366893583
1518632704.7112996578,-775.5384776620,-329.4700334269,2.1388992895
1518632705.7865014076,-778.4270349539,-324.9098330942,2.1362646213
1518632706.7872982025,-781.0672693380,-320.6509769846,2.1323827112
1518632707.8363382816,-783.8603584806,-316.1972033495,2.1371367388
1518632708.8564541340,-786.5917522378,-311.8785525712,2.1343414909
1518632709.9099876881,-789.3473572884,-307.3986305583,2.1185862279
1518632710.9099938869,-791.9287632736,-303.1369525268,2.1219555749
1518632711.9332065582,-794.6293092794,-298.8061928943,2.1370919355
1518632712.9541785717,-797.3443464694,-294.4864239712,2.1387256986
1518632713.9823868275,-800.1002372015,-290.1394566162,2.1431624581
1518632714.9906742573,-802.8394902148,-285.9224723778,2.1499100286
1518632716.0141201019,-805.5405397893,-281.6486050389,2.1354755039
1518632717.0137388706,-808.1418627025,-277.4502211535,2.1320324785
1518632718.0773165226,-810.9386374743,-272.9799742247,2.1374455252
1518632719.1004071236,-813.6356642657,-268.7163154607,2.1331291848
1518632720.1285238266,-816.3116946926,-264.3615060717,2.1224570235
1518632721.1758065224,-819.0770542047,-259.8857219606,2.1361357450
1518632722.2059249878,-821.8613543535,-255.5531998680,2.1531008319
1518632723.2555754185,-824.6829598747,-251.1690215509,2.1410212788
1518632724.2554528713,-827.3495688661,-246.9589112405,2.1420417914
1518632725.3041996956,-830.2095727451,-242.5543492162,2.1485349161
1518632726.3538308144,-833.0308729648,-238.1238578638,2.1368651871
1518632727.3550121784,-835.7180132446,-233.9026722657,2.1378249600
1518632728.4012329578,-838.2895010064,-229.3543366230,2.0460200530
1518632729.4006652832,-840.4468420172,-224.8345319190,2.0186191164
1518632730.4555444717,-842.7337930836,-220.2342772799,2.0567221529
1518632731.4796416759,-845.1758512687,-215.8546667733,2.0891029408
1518632732.5037086010,-847.9638425414,-211.5412623387,2.1381411321
1518632733.5570855141,-850.8359980727,-207.0267959296,2.1141904645
