stamp,x,y,yaw
1518632112.5106902122,-281.5772401894,-149.0588167451,-2.6607961912
1518632113.5106384754,-281.5774342659,-149.0604676579,-2.6607967465
1518632114.5104761124,-281.5775312049,-149.0620489579,-2.6607959834
1518632115.5098426342,-281.5776464945,-149.0637005165,-2.6607959823
1518632116.5101344585,-281.5776957601,-149.0652694074,-2.6607960979
1518632117.5106313229,-281.5777838937,-149.0669019402,-2.6607968285
1518632118.5177180767,-281.5778929756,-149.0684646285,-2.6607984894
1518632119.5107302666,-281.5780364796,-149.0700793327,-2.6607981564
1518632120.5102999210,-281.5781504603,-149.0716635552,-2.6607995834
1518632121.5101778507,-281.5781867068,-149.0731811538,-2.6608022251
1518632122.5101926327,-281.5782493796,-149.0747452326,-2.6608024949
1518632123.5108463764,-281.5782868708,-149.0762798978,-2.6608014810
1518632124.5104050636,-281.5783046855,-149.0777635926,-2.6608033192
1518632125.5107207298,-281.5783409252,-149.0792931008,-2.6608028674
1518632126.5105445385,-281.5783385511,-149.0807552219,-2.6608043503
1518632127.5100634098,-281.5783714556,-149.0822491841,-2.6608036360
1518632128.5105826855,-281.5783730732,-149.0834181216,-2.6608029391
1518632129.5106782913,-281.5783829104,-149.0851893983,-2.6608042708
1518632130.5108597279,-281.5784007815,-149.0866731059,-2.6608048129
1518632131.5106222630,-281.5784168231,-149.0881560685,-2.6608049376
1518632132.5107431412,-281.5783789157,-149.0895445798,-2.6608056038
1518632133.5103013515,-281.5783618057,-149.0906831251,-2.6608076739
1518632134.5104577541,-281.5783617082,-149.0924290297,-2.6608061831
1518632135.5106415749,-281.5783229540,-149.0938124534,-2.6608096392
1518632136.5107140541,-281.5783079575,-149.0952279110,-2.6608113475
1518632137.5108156204,-281.5782419116,-149.0965560441,-2.6608129658
1518632138.5108423233,-281.5363655060,-149.0760393311,-2.6624116507
1518632139.5195202827,-281.2466068777,-148.9272202673,-2.6739010304
1518632140.5107767582,-280.8996563344,-148.7542091350,-2.6738474180
1518632141.5107429028,-280.5200028202,-148.5612190283,-2.6568720959
1518632142.5101594925,-280.0427999345,-148.3003710723,-2.6232076790
1518632143.5104935169,-279.6071155500,-148.0532458067,-2.6093432455
1518632144.5101222992,-279.2845534008,-147.8730950527,-2.6074230890
1518632145.5098357201,-279.1917726031,-147.8295904697,-2.6109061710
1518632146.5102570057,-279.2082955289,-147.8491607397,-2.6113084827
1518632147.5101809502,-279.2081778770,-147.8569800732,-2.6126244608
1518632148.5105257034,-279.2059804936,-147.8638382143,-2.6141138928
1518632149.5099570751,-279.2020445977,-147.8717763763,-2.6153385184
1518632150.5103192329,-279.1971648750,-147.8810891662,-2.6165223499
1518632151.5107548237,-279.1919833911,-147.8903974189,-2.6174989571
1518632152.5107336044,-279.2002865812,-147.9051274413,-2.6180112439
1518632153.5103116035,-279.3312071311,-147.9888571984,-2.6172023399
1518632154.5103025436,-279.3383599538,-148.0005000737,-2.6162887712
1518632155.5104353428,-279.3405281171,-148.0087050547,-2.6155942919
1518632156.5104053020,-279.3410348583,-148.0155515830,-2.6150938741
1518632157.5101518631,-279.3399487284,-148.0207973179,-2.6144811593
1518632158.5102269650,-279.3398409676,-148.0266775784,-2.6142049843
1518632159.5107388496,-279.3394502752,-148.0320022622,-2.6139539778
1518632160.5106463432,-279.3384987112,-148.0367768661,-2.6136788922
1518632161.5106036663,-279.3375423150,-148.0414512772,-2.6135087822
1518632162.5106210709,-279.3361092512,-148.0454591436,-2.6133139779
1518632163.5108976364,-279.3351836349,-148.0496431130,-2.6132148948
1518632164.5107517242,-279.3340021309,-148.0535149473,-2.6131286390
1518632165.5103533268,-279.3330405078,-148.0572117171,-2.6130285067
1518632166.5108449459,-279.3317886734,-148.0606088838,-2.6129117091
1518632167.5106098652,-279.3308296037,-148.0641876667,-2.6128433686
1518632168.5099680424,-279.3299205546,-148.0675670428,-2.6127833171
1518632169.5101525784,-279.3286772813,-148.0705012372,-2.6126951571
1518632170.5106830597,-279.3277497874,-148.0736234622,-2.6126502368
1518632171.5102884769,-279.3268402265,-148.0766892866,-2.6126049033
1518632172.5104322433,-279.3256924756,-148.0793220897,-2.6125217213
1518632173.5101945400,-279.3247491027,-148.0821127183,-2.6124864532
1518632174.5108027458,-279.3240039343,-148.0842005985,-2.6124415552
1518632175.5106132030,-279.3229691686,-148.0874815087,-2.6124081292
1518632176.5106809139,-279.3219520541,-148.0897495077,-2.6123586033
1518632177.5100846291,-279.3210801559,-148.0921879747,-2.6123274726
1518632178.5102949142,-279.3202482729,-148.0945249715,-2.6122987272
1518632179.5130615234,-279.3193988762,-148.0961044203,-2.6122575111
1518632180.5105085373,-279.3185610762,-148.0989472235,-2.6122409116
1518632181.5105288029,-279.3177864768,-148.1010971915,-2.6122131059
1518632182.5106575489,-279.3171776467,-148.1027154499,-2.6121838274
1518632183.5102717876,-279.3164200996,-148.1053480790,-2.6121642559
1518632184.5106980801,-279.3156180567,-148.1071552867,-2.6121327334
1518632185.5103147030,-279.3149391947,-148.1091026763,-2.6121096578
1518632186.5101277828,-279.3142492030,-148.1110044376,-2.6120887638
1518632187.5099730492,-279.3136271331,-148.1128991352,-2.6120668302
1518632188.5105259418,-279.3128990130,-148.1146009329,-2.6120360839
1518632189.5104994774,-279.3122926512,-148.1164325987,-2.6120251959
1518632190.5100381374,-279.3116997904,-148.1182373534,-2.6120089420
1518632191.5106937885,-279.3110216580,-148.1198499585,-2.6119844001
1518632192.5103061199,-279.3104078676,-148.1215548380,-2.6119714380
1518632193.5105829239,-279.3097078804,-148.1230897092,-2.6119491275
1518632194.5107271671,-279.3090890233,-148.1247455562,-2.6119371314
1518632195.5101420879,-279.3084787396,-148.1264422782,-2.6119246347
1518632196.5107610226,-279.3078129228,-148.1279354677,-2.6119040185
1518632197.5102448463,-279.3072363145,-148.1295578827,-2.6118927652
1518632198.5102667809,-279.3065826016,-148.1309946372,-2.6118757153
1518632199.5104093552,-279.3059929759,-148.1325498999,-2.6118655895
1518632200.5104176998,-279.3053302124,-148.1339347472,-2.6118537559
1518632201.5106282234,-279.3047416054,-148.1354000519,-2.6118436173
1518632202.5106198788,-279.3041721816,-148.1368373188,-2.6118322178
1518632203.5106015205,-279.3035951631,-148.1381209331,-2.6118199770
1518632204.5107111931,-279.3030312046,-148.1394703893,-2.6118090490
1518632205.5247235298,-279.3024164950,-148.1406652927,-2.6117924541
1518632206.5104281902,-279.3018495455,-148.1419717101,-2.6117813175
1518632207.5103459358,-279.3012947257,-148.1432536134,-2.6117716312
1518632208.5101642609,-279.3006664290,-148.1444129924,-2.6117576350
1518632209.5099267960,-279.3000936862,-148.1456358260,-2.6117501743
1518632210.5104703903,-279.2995068611,-148.1467045571,-2.6117352701
1518632211.5103783607,-279.2990733961,-148.1476241626,-2.6117286326
1518632212.5107161999,-279.2984053295,-148.1489718514,-2.6117167124
1518632213.5101573467,-279.2978733796,-148.1501038232,-2.6117075237
1518632214.5105361938,-279.2973675398,-148.1512377139,-2.6117020770
1518632215.5180978775,-279.2968143187,-148.1522760950,-2.6116929526
1518632216.5108838081,-279.2963046474,-148.1533977307,-2.6116865440
1518632217.5104238987,-279.2957973538,-148.1544807777,-2.6116801413
1518632218.5102658272,-279.2952629602,-148.1555023100,-2.6116688562
1518632219.5106887817,-279.2947884947,-148.1566057048,-2.6116619203
1518632220.5218846798,-279.2942648668,-148.1575791407,-2.6116560211
1518632221.5103640556,-279.2937826240,-148.1586392590,-2.6116496252
1518632222.5102467537,-279.2933031328,-148.1596612498,-2.6116455946
1518632223.5107285976,-279.2927621946,-148.1605628139,-2.6116359124
1518632224.5105538368,-279.2922649125,-148.1615622515,-2.6116307493
1518632225.5106980801,-279.2917294637,-148.1624365294,-2.6116225460
1518632226.5106923580,-279.2913074990,-148.1631617175,-2.6116183191
1518632227.5103602409,-279.2906824229,-148.1642447666,-2.6116102321
1518632228.5105483532,-279.2901832332,-148.1651457561,-2.6116036026
1518632229.5103507042,-279.2896779632,-148.1660206074,-2.6115981525
1518632230.5101690292,-279.2891564544,-148.1668044545,-2.6115862296
1518632231.5101623535,-279.2886575298,-148.1676238067,-2.6115811123
1518632232.5103378296,-279.2881139846,-148.1683524661,-2.6115760638
1518632233.5106844902,-279.2875994594,-148.1691324945,-2.6115714663
1518632234.5102016926,-279.2870926886,-148.1698843158,-2.6115662807
1518632235.5105979443,-279.2865508121,-148.1705318387,-2.6115597886
1518632236.5106790066,-279.2860410572,-148.1712305042,-2.6115544142
1518632237.5099682808,-279.2855283022,-148.1719201558,-2.6115513299
1518632238.5105707645,-279.2849743468,-148.1725194578,-2.6115424934
1518632239.5098638535,-279.2844504424,-148.1731709516,-2.6115402569
1518632240.5102949142,-279.2838896157,-148.1737491434,-2.6115332102
1518632241.5107412338,-279.2833499891,-148.1743340085,-2.6115282201
1518632242.5110123158,-279.2827749390,-148.1748256784,-2.6115209475
1518632243.5099563599,-279.2822282076,-148.1753849464,-2.6115137834
1518632244.5100932121,-279.2816591919,-148.1758916057,-2.6115087057
1518632245.5103230476,-279.2810776708,-148.1763137625,-2.6115022273
1518632246.5101454258,-279.2805183729,-148.1767624549,-2.6114975059
1518632247.5209279060,-279.2799235203,-148.1771487682,-2.6114903962
1518632248.5108952522,-279.2793608920,-148.1775899523,-2.6114869014
1518632249.5099592209,-279.2787962395,-148.1780266341,-2.6114841276
1518632250.5100476742,-279.2782091738,-148.1783870011,-2.6114790113
1518632251.5106034279,-279.2776520980,-148.1787904541,-2.6114750470
1518632252.5101838112,-279.2770812238,-148.1790955173,-2.6114697614
1518632253.5108158588,-279.2765357327,-148.1794359794,-2.6114674370
1518632254.5123097897,-279.2759630503,-148.1797069558,-2.6114615033
1518632255.5104811192,-279.2753979025,-148.1800402018,-2.6114570257
1518632256.5100297928,-279.2748375823,-148.1803617376,-2.6114533688
1518632257.5106685162,-279.2742664351,-148.1806037502,-2.6114455930
1518632258.5103123188,-279.2736846614,-148.1809262236,-2.6114412586
1518632259.5104424953,-279.2730628619,-148.1812239766,-2.6114355339
1518632260.5102641582,-279.2724574697,-148.1815851122,-2.6114313705
1518632261.5105104446,-279.2718731026,-148.1818568027,-2.6114265548
1518632262.5118980408,-279.2712675895,-148.1820414636,-2.6114173431
1518632263.5104134083,-279.2707018527,-148.1822331950,-2.6114147350
1518632264.5100426674,-279.2701286334,-148.1824372975,-2.6114106853
1518632265.5099551678,-279.2695203364,-148.1826884043,-2.6114068587
1518632266.5124032497,-279.2688807542,-148.1828826941,-2.6114022036
1518632267.5321571827,-279.2682575120,-148.1831315267,-2.6113983438
1518632268.5319581032,-279.2676409066,-148.1833587653,-2.6113946339
1518632269.5389568806,-279.2670232722,-148.1836185295,-2.6113924876
1518632270.5404121876,-279.2663853077,-148.1837788325,-2.6113888445
1518632271.5324091911,-279.2657618022,-148.1839578454,-2.6113869331
1518632272.5324409008,-279.2651466313,-148.1841314806,-2.6113862836
1518632273.5316262245,-279.2645338244,-148.1842712377,-2.6113779801
1518632274.5323774815,-279.2639155138,-148.1843859960,-2.6113708886
1518632275.5320086479,-279.2633027474,-148.1844617810,-2.6113685028
1518632276.5397982597,-279.2626588858,-148.1845007450,-2.6113650677
1518632277.5322165489,-279.2620322940,-148.1845975214,-2.6113628210
1518632278.5315549374,-279.2614292965,-148.1846415586,-2.6113604070
1518632279.5316116810,-279.2608130716,-148.1847147004,-2.6113582094
1518632280.5314404964,-279.2601968540,-148.1846185140,-2.6113548509
1518632281.5322666168,-279.2596021689,-148.1845630798,-2.6113511737
1518632282.5320312977,-279.2590151167,-148.1844996541,-2.6113470658
1518632283.5318241119,-279.2584034352,-148.1843563581,-2.6113380926
1518632284.5317726135,-279.2578063715,-148.1842737279,-2.6113348600
1518632285.5319349766,-279.2572190304,-148.1841337540,-2.6113316474
1518632286.5320858955,-279.2566360728,-148.1840255830,-2.6113287556
1518632287.5323286057,-279.2560578219,-148.1839178236,-2.6113245831
1518632288.5320620537,-279.2554763760,-148.1837312716,-2.6113198721
1518632289.5316741467,-279.2549070873,-148.1835949108,-2.6113187633
1518632290.5315802097,-279.2543466523,-148.1834511104,-2.6113170940
1518632291.5316207409,-279.2537822822,-148.1833122714,-2.6113164747
1518632292.5332050323,-279.2532006131,-148.1831336957,-2.6113132951
1518632293.5318212509,-279.2526515879,-148.1829928416,-2.6113119734
1518632294.5318100452,-279.2521086037,-148.1828432371,-2.6113105178
1518632295.5319929123,-279.2515650799,-148.1826697544,-2.6113086445
1518632296.5319137573,-279.2510143579,-148.1824763497,-2.6113045175
1518632297.5319044590,-279.2504770005,-148.1823320799,-2.6113002373
1518632298.5324418545,-279.2499358858,-148.1821887186,-2.6112978673
1518632299.5317959785,-279.2493874308,-148.1820212180,-2.6112964730
1518632300.5320584774,-279.2488620578,-148.1818834636,-2.6112963555
1518632301.5323543549,-279.2483390069,-148.1817274744,-2.6112943747
1518632302.5316359997,-279.2478176423,-148.1815998340,-2.6112914823
1518632303.5319473743,-279.2472938751,-148.1814859841,-2.6112898059
1518632304.5510408878,-279.2467616647,-148.1813176479,-2.6112860215
1518632305.5322630405,-279.2462496792,-148.1811864154,-2.6112837562
1518632306.5320587158,-279.2457454551,-148.1810510038,-2.6112812965
1518632307.5317668915,-279.2452434033,-148.1809178255,-2.6112798165
1518632308.5316317081,-279.2447425185,-148.1807949030,-2.6112789489
1518632309.5337061882,-279.2442344494,-148.1806376090,-2.6112760854
1518632310.5322084427,-279.2437439791,-148.1805151664,-2.6112743161
1518632311.5323491096,-279.2432576659,-148.1804022266,-2.6112727989
1518632312.5317542553,-279.2427679604,-148.1803065804,-2.6112726180
1518632313.5319828987,-279.2422682304,-148.1801529320,-2.6112693436
1518632314.5323576927,-279.2417817432,-148.1800394231,-2.6112676756
1518632315.5324301720,-279.2412974077,-148.1799209534,-2.6112645662
