stamp,x,y,yaw
1518461525.3754343987,-1631.3029628832,-575.1940513992,-0.8889245370
1518461525.5750963688,-1631.3031737754,-575.1941292881,-0.8889521424
1518461525.7753374577,-1631.3034007010,-575.1942098945,-0.8889816107
1518461525.9757063389,-1631.3036229049,-575.1942909069,-0.8890106261
1518461526.1753528118,-1631.3038235462,-575.1943491261,-0.8890359200
1518461526.3749012947,-1631.3040388807,-575.1943907630,-0.8890617474
1518461526.5753788948,-1631.3043056401,-575.1944712285,-0.8890954401
1518461526.7752058506,-1631.3045378584,-575.1945132736,-0.8891230748
1518461526.9751932621,-1631.3047520354,-575.1945395416,-0.8891478211
1518461527.1748569012,-1631.3049902204,-575.1945678913,-0.8891752631
1518461527.3749842644,-1631.3052259333,-575.1945841113,-0.8892016670
1518461527.5751948357,-1631.3054640987,-575.1946018531,-0.8892284449
1518461527.7746751308,-1631.3056912898,-575.1946180884,-0.8892539366
1518461527.9751038551,-1631.3059223408,-575.1946528781,-0.8892809741
1518461528.1751954556,-1631.3061663020,-575.1946980072,-0.8893100361
1518461528.3757030964,-1631.3064142196,-575.1947386771,-0.8893392150
1518461528.5752913952,-1631.3066561177,-575.1947791955,-0.8893677415
1518461528.7752239704,-1631.3070808576,-575.1945873851,-0.8893948415
1518461528.9753308296,-1631.3464465868,-575.1463959358,-0.8893286814
1518461529.1750755310,-1631.3320115030,-575.1645477031,-0.8893862655
1518461529.3753437996,-1631.3035695714,-575.1999853881,-0.8894768503
1518461529.5750620365,-1631.2602543574,-575.2537668452,-0.8895800490
1518461529.7750718594,-1631.2067877978,-575.3201092714,-0.8897793850
1518461529.9752869606,-1631.1360260553,-575.4078256942,-0.8897766220
1518461530.1753182411,-1631.0481369758,-575.5168020024,-0.8905737271
1518461530.3751828671,-1630.9424119251,-575.6478419328,-0.8907450310
1518461530.5754690170,-1630.8183377310,-575.8015431966,-0.8904144829
1518461530.7754764557,-1630.6752057257,-575.9787106687,-0.8902108695
1518461530.9750955105,-1630.5138611283,-576.1783067333,-0.8903460456
1518461531.1748449802,-1630.3342153967,-576.4005324549,-0.8903843628
1518461531.3754482269,-1630.1360852828,-576.6455815023,-0.8904815890
1518461531.5746946335,-1629.9219572260,-576.9102178279,-0.8901513958
1518461531.7747058868,-1629.6909118120,-577.1957211243,-0.8914904095
1518461531.9754147530,-1629.4432279823,-577.5017914535,-0.8910177679
1518461532.1753389835,-1629.1805461812,-577.8256475259,-0.8908126914
1518461532.3751511574,-1628.9021926380,-578.1675604336,-0.8901671607
1518461532.5751111507,-1628.6095091737,-578.5254431963,-0.8894859567
1518461532.7749242783,-1628.3027051224,-578.8986069254,-0.8885349209
1518461532.9754946232,-1627.9819936236,-579.2858781391,-0.8869594257
1518461533.1756966114,-1627.6488085440,-579.6857258958,-0.8862063492
1518461533.3752036095,-1627.3057375843,-580.0954924847,-0.8853730433
1518461533.5752599239,-1626.9497881976,-580.5184609906,-0.8836757642
1518461533.7771978378,-1626.5788242692,-580.9564206641,-0.8822037523
1518461533.9751350880,-1626.2036378282,-581.3969934995,-0.8814209756
1518461534.1754038334,-1625.8139782185,-581.8529851512,-0.8802120558
1518461534.3751850128,-1625.4152483423,-582.3164110347,-0.8779813134
1518461534.5757129192,-1625.0058277275,-582.7908345715,-0.8767478338
1518461534.7755994797,-1624.5888506479,-583.2741104270,-0.8764841078
1518461534.9752128124,-1624.1638989778,-583.7669339823,-0.8758242967
1518461535.1750743389,-1623.7294718351,-584.2710987104,-0.8767973550
1518461535.3747200966,-1623.2971353007,-584.7922489764,-0.8794077366
1518461535.5750920773,-1622.8419884972,-585.3070312684,-0.8806975033
1518461535.7752814293,-1622.3894530303,-585.8404497344,-0.8861294256
1518461535.9748742580,-1621.9368490393,-586.3852148024,-0.8968494654
1518461536.1752331257,-1621.4860479748,-586.9435556229,-0.9112596388
1518461536.3764579296,-1621.0357065891,-587.5221349698,-0.9315297632
1518461536.5758676529,-1620.5965857989,-588.1105283906,-0.9556390142
1518461536.7749450207,-1620.1676106497,-588.7197782264,-0.9844907241
1518461536.9757666588,-1619.7527726953,-589.3528864928,-1.0179160545
1518461537.1755154133,-1619.3605128921,-590.0027998557,-1.0534019921
1518461537.3753547668,-1618.9913585310,-590.6728495583,-1.0947934984
1518461537.5752966404,-1618.6501003875,-591.3649097812,-1.1415247959
1518461537.7752144337,-1618.3406198158,-592.0804948220,-1.1872653268
1518461537.9752833843,-1618.0603765447,-592.8188258564,-1.2302010169
1518461538.1756064892,-1617.8098310366,-593.5748025370,-1.2737177383
1518461538.3757243156,-1617.5932072515,-594.3450366773,-1.3195370373
1518461538.5752439499,-1617.4099587705,-595.1278467341,-1.3641247443
1518461538.7753927708,-1617.2605223408,-595.9236500537,-1.4090822196
1518461538.9756929874,-1617.1484518027,-596.7281924649,-1.4544159029
1518461539.1750521660,-1617.0704570763,-597.5341780441,-1.4937318279
1518461539.3750278950,-1617.0244586616,-598.3420178104,-1.5347955073
1518461539.5752146244,-1617.0146972905,-599.1518285529,-1.5816947899
1518461539.7753760815,-1617.0451734654,-599.9635844921,-1.6356424734
1518461539.9748673439,-1617.1185512374,-600.7685627727,-1.6874440489
1518461540.1750686169,-1617.2339171518,-601.5716608247,-1.7406555510
1518461540.3755369186,-1617.3936229371,-602.3666552658,-1.7983832097
1518461540.5754210949,-1617.6009154965,-603.1490476473,-1.8613288460
1518461540.7748405933,-1617.8570269108,-603.9159028123,-1.9241088881
1518461540.9753339291,-1618.1620781090,-604.6718498223,-1.9838711179
1518461541.1755926609,-1618.5129674413,-605.4114908105,-2.0435238324
1518461541.3756635189,-1618.9086038881,-606.1331075925,-2.1006125528
1518461541.5754783154,-1619.3481464871,-606.8380881856,-2.1559160746
1518461541.7756342888,-1619.8311096842,-607.5275296686,-2.2066619521
1518461541.9753952026,-1620.3507558495,-608.1989260706,-2.2518149802
1518461542.1753249168,-1620.9053975902,-608.8557614727,-2.2907232308
1518461542.3747999668,-1621.4870351884,-609.4976308550,-2.3227871046
1518461542.5750916004,-1622.0960181503,-610.1302628380,-2.3506394582
1518461542.7746875286,-1622.7248367322,-610.7523899819,-2.3717613133
1518461542.9754612446,-1623.3774960716,-611.3741429556,-2.3878484194
1518461543.1757063866,-1624.0456941743,-611.9925751301,-2.4023000581
1518461543.3749339581,-1624.7318385460,-612.6056454085,-2.4230038425
1518461543.5752403736,-1625.4435554298,-613.2164057920,-2.4412057807
1518461543.7749509811,-1626.1753112909,-613.8233771927,-2.4565488594
1518461543.9746947289,-1626.9261721194,-614.4287690254,-2.4694036104
1518461544.1752629280,-1627.7007624425,-615.0381411043,-2.4792910498
1518461544.3755979538,-1628.4907158858,-615.6494488618,-2.4862205979
1518461544.5753166676,-1629.2939131093,-616.2642262948,-2.4901917257
1518461544.7756154537,-1630.1141338770,-616.8882617051,-2.4909646318
1518461544.9754180908,-1630.9447378766,-617.5218542768,-2.4898038454
1518461545.1749835014,-1631.7817897829,-618.1616361172,-2.4880962478
1518461545.3750116825,-1632.6276307134,-618.8090969347,-2.4883697670
1518461545.5746870041,-1633.4789524819,-619.4610197558,-2.4879570874
1518461545.7755935192,-1634.3423776745,-620.1222909020,-2.4879702719
1518461545.9756240845,-1635.2089000071,-620.7853345074,-2.4889884589
1518461546.1750166416,-1636.0818928073,-621.4514631655,-2.4900635967
1518461546.3754715919,-1636.9698048513,-622.1280823342,-2.4903874378
1518461546.5747270584,-1637.8618706951,-622.8072222049,-2.4911458152
1518461546.7754130363,-1638.7693426542,-623.4969739577,-2.4920685077
1518461546.9760856628,-1639.6849366577,-624.1929773135,-2.4908118323
1518461547.1748855114,-1640.6008685893,-624.8900538254,-2.4909357963
1518461547.3757193089,-1641.5338217160,-625.5988742632,-2.4926504259
1518461547.5755784512,-1642.4714602672,-626.3100647710,-2.4927739045
1518461547.7746827602,-1643.4126858664,-627.0248896529,-2.4916363266
1518461547.9749627113,-1644.3639037907,-627.7487351154,-2.4905191123
1518461548.1753265858,-1645.3206691989,-628.4782536000,-2.4895106847
1518461548.3753275871,-1646.2810087966,-629.2117251690,-2.4891393713
1518461548.5750415325,-1647.2454287508,-629.9496253629,-2.4877489603
1518461548.7754101753,-1648.2183034822,-630.6955455140,-2.4873014988
1518461548.9754660130,-1649.1952986885,-631.4454257130,-2.4865076337
1518461549.1748976707,-1650.1766699652,-632.1995048581,-2.4868560319
1518461549.3755686283,-1651.1741058899,-632.9647378321,-2.4879473345
1518461549.5762093067,-1652.1764595917,-633.7304545430,-2.4899140791
1518461549.7753665447,-1653.1788969420,-634.4945743058,-2.4911471228
1518461549.9754369259,-1654.1938335437,-635.2643356178,-2.4946150736
1518461550.1749055386,-1655.2115878218,-636.0336251355,-2.4933373604
1518461550.3757202625,-1656.2415435884,-636.8140013972,-2.4936619894
1518461550.5753412247,-1657.2693014152,-637.5912572737,-2.4949637399
1518461550.7754178047,-1658.3053768127,-638.3728707449,-2.4958953289
1518461550.9752631187,-1659.3445729593,-639.1552114560,-2.4965244853
1518461551.1756918430,-1660.3913757216,-639.9430285108,-2.4962326676
1518461551.3755567074,-1661.4393737548,-640.7317805286,-2.4967306267
1518461551.5755109787,-1662.4901714805,-641.5198721067,-2.4985280110
1518461551.7753677368,-1663.5419440401,-642.3084901187,-2.4981110517
1518461551.9751513004,-1664.5958860478,-643.0986639739,-2.4981088241
1518461552.1753315926,-1665.6508574986,-643.8908209674,-2.4962211982
1518461552.3750581741,-1666.7014670516,-644.6835232248,-2.4946118969
1518461552.5752358437,-1667.7546365030,-645.4785578154,-2.4955376182
1518461552.7750849724,-1668.8066666067,-646.2719447563,-2.4955132146
1518461552.9752199650,-1669.8620117008,-647.0687626302,-2.4946579452
1518461553.1756336689,-1670.9200737201,-647.8677608104,-2.4947848312
1518461553.3757114410,-1671.9792610452,-648.6676700309,-2.4941900070
1518461553.5747363567,-1673.0344751563,-649.4649230291,-2.4954521741
1518461553.7749509811,-1674.1041244258,-650.2711717548,-2.4962868875
1518461553.9747221470,-1675.1730019646,-651.0746390938,-2.4983044286
1518461554.1748843193,-1676.2492459086,-651.8803097975,-2.4996531787
1518461554.3746736050,-1677.3275355131,-652.6861879075,-2.4995583017
1518461554.5747098923,-1678.4093258210,-653.4949093339,-2.4991191732
1518461554.7751615047,-1679.4950224707,-654.3083531363,-2.4982920397
1518461554.9754843712,-1680.5835989678,-655.1246052546,-2.4978816892
1518461555.1750504971,-1681.6705088388,-655.9393391315,-2.4982866721
1518461555.3750100136,-1682.7633037360,-656.7584946436,-2.4986498366
1518461555.5756442547,-1683.8634967615,-657.5832011551,-2.4976586030
1518461555.7750101089,-1684.9587522179,-658.4056892594,-2.4969298422
1518461555.9751570225,-1686.0609817467,-659.2352442454,-2.4957881853
1518461556.1751458645,-1687.1626725753,-660.0646383447,-2.4961303026
1518461556.3747317791,-1688.2620966992,-660.8927251460,-2.4953064864
1518461556.5752675533,-1689.3685998397,-661.7279375381,-2.4946959527
1518461556.7749295235,-1690.4724806617,-662.5613316278,-2.4952656144
1518461556.9753618240,-1691.5796153685,-663.3977042421,-2.4935146085
1518461557.1757860184,-1692.6876225799,-664.2367906599,-2.4933286063
1518461557.3748486042,-1693.7889893644,-665.0710106052,-2.4934772606
1518461557.5749158859,-1694.8962583261,-665.9108143957,-2.4922445534
1518461557.7832393646,-1696.0500305452,-666.7864534331,-2.4928998313
1518461557.9753761292,-1697.1151955133,-667.5957544813,-2.4913697243
1518461558.1747319698,-1698.2193758717,-668.4364914689,-2.4902285912
1518461558.3751871586,-1699.3256636074,-669.2817283299,-2.4891026620
1518461558.5756342411,-1700.4312670080,-670.1263127092,-2.4905611454
1518461558.7750477791,-1701.5340220346,-670.9686749934,-2.4882273997
1518461558.9748985767,-1702.6347209193,-671.8112335392,-2.4883732749
1518461559.1747312546,-1703.7387123845,-672.6548230069,-2.4892374213
1518461559.3752210140,-1704.8502377642,-673.5049181862,-2.4871857510
1518461559.5762662888,-1705.9621956633,-674.3606687550,-2.4850672322
1518461559.7758643627,-1707.0674852384,-675.2126355327,-2.4847438723
1518461559.9753057957,-1708.1746894963,-676.0649494056,-2.4851447761
1518461560.1747179031,-1709.2822691146,-676.9180307653,-2.4856277170
1518461560.3755550385,-1710.4009451089,-677.7794353793,-2.4852009496
1518461560.5753319263,-1711.5162707564,-678.6380272747,-2.4859084085
1518461560.7750871181,-1712.6345119485,-679.4982114450,-2.4861433419
1518461560.9752814770,-1713.7592816290,-680.3632400923,-2.4861896057
1518461561.1747283936,-1714.8830770095,-681.2276566205,-2.4859450027
1518461561.3750853539,-1716.0155547799,-682.0990871902,-2.4857488010
1518461561.5756926537,-1717.1525985501,-682.9748105012,-2.4847555502
1518461561.7750880718,-1718.2837205492,-683.8472940588,-2.4847990326
1518461561.9753994942,-1719.4235072325,-684.7252107512,-2.4855770140
1518461562.1752195358,-1720.5647060729,-685.6040926446,-2.4850490085
1518461562.3753430843,-1721.7091839513,-686.4871605869,-2.4836843358
1518461562.5753996372,-1722.8555225196,-687.3747364687,-2.4813180270
1518461562.7759330273,-1724.0048510943,-688.2673099825,-2.4809148495
1518461562.9748678207,-1725.1461609410,-689.1561514325,-2.4792285717
1518461563.1805322170,-1726.3269265965,-690.0771774583,-2.4793056533
1518461563.3749508858,-1727.4449165189,-690.9514257672,-2.4770572236
1518461563.5759248734,-1728.6000617526,-691.8567950914,-2.4766160819
1518461563.7748446465,-1729.7446298143,-692.7559441575,-2.4749895877
1518461563.9753491879,-1730.8989541210,-693.6655734512,-2.4737381311
1518461564.1748256683,-1732.0488438683,-694.5742901887,-2.4724097070
1518461564.3750493526,-1733.2032844443,-695.4872474129,-2.4731296534
1518461564.5754225254,-1734.3637938671,-696.4031954374,-2.4739664129
1518461564.7755372524,-1735.5256674171,-697.3215072841,-2.4725980846
1518461564.9760537148,-1736.6893982706,-698.2411676838,-2.4729132617
1518461565.1755371094,-1737.8514811677,-699.1586481367,-2.4736795201
1518461565.3749301434,-1739.0137787586,-700.0754754143,-2.4741070007
1518461565.5755560398,-1740.1840622698,-700.9985424754,-2.4741500170
1518461565.7759120464,-1741.3554568567,-701.9217233309,-2.4740006760
1518461565.9747662544,-1742.5196013801,-702.8388761670,-2.4749374352
1518461566.1749079227,-1743.6949799817,-703.7638781337,-2.4749127039
1518461566.3753976822,-1744.8749892296,-704.6924405509,-2.4753450092
1518461566.5748224258,-1746.0501631551,-705.6155990147,-2.4758070506
1518461566.7748141289,-1747.2339766717,-706.5435692598,-2.4770696371
1518461566.9751081467,-1748.4205808377,-707.4738187147,-2.4760941348
1518461567.1750004292,-1749.6055681653,-708.4041985021,-2.4759752583
1518461567.3755764961,-1750.7938051094,-709.3366594436,-2.4755944115
1518461567.5751528740,-1751.9739110482,-710.2627096214,-2.4760696568
1518461567.7748823166,-1753.1528385430,-711.1865004595,-2.4766156290
1518461567.9760699272,-1754.3375295489,-712.1147447565,-2.4769105140
1518461568.1751937866,-1755.5059985840,-713.0305890131,-2.4772788268
1518461568.3776099682,-1756.6906331608,-713.9571789784,-2.4784206202
1518461568.5750625134,-1757.8432380203,-714.8567365694,-2.4790622883
1518461568.7749300003,-1759.0062801614,-715.7620542147,-2.4807448236
1518461568.9750423431,-1760.1668273680,-716.6639710222,-2.4811632810
1518461569.1752493382,-1761.3240167321,-717.5609039458,-2.4833324912
1518461569.3750183582,-1762.4752800064,-718.4494681737,-2.4850079810
1518461569.5760304928,-1763.6314473216,-719.3375411381,-2.4877610043
1518461569.7748656273,-1764.7726621170,-720.2089450378,-2.4910545157
1518461569.9757947922,-1765.9252664678,-721.0827165947,-2.4939211843
1518461570.1749863625,-1767.0650569718,-721.9424541420,-2.4969851932
1518461570.3749084473,-1768.2056929894,-722.7962593493,-2.5009741862
1518461570.5756616592,-1769.3497877907,-723.6444257859,-2.5062857883
1518461570.7749605179,-1770.4836258332,-724.4753701820,-2.5121841974
1518461570.9748954773,-1771.6205501379,-725.2990734893,-2.5172063363
1518461571.1748876572,-1772.7547237535,-726.1130920457,-2.5212643970
1518461571.3751707077,-1773.8880645736,-726.9183389060,-2.5267024179
1518461571.5754649639,-1775.0195599006,-727.7136226984,-2.5309909279
1518461571.7753000259,-1776.1443213195,-728.4975641053,-2.5345828701
1518461571.9751563072,-1777.2642509799,-729.2761597680,-2.5342770133
1518461572.1757109165,-1778.3821862170,-730.0531123297,-2.5346761757
1518461572.3746707439,-1779.4851175810,-730.8191504242,-2.5341371753
1518461572.5753631592,-1780.5899658668,-731.5891625409,-2.5320781837
1518461572.7753281593,-1781.6842176227,-732.3529596187,-2.5319427144
1518461572.9750735760,-1782.7758549713,-733.1154563172,-2.5310396347
1518461573.1750347614,-1783.8616402331,-733.8753708547,-2.5304823307
1518461573.3755064011,-1784.9454807932,-734.6361539272,-2.5285309904
1518461573.5755891800,-1786.0256330568,-735.3987174118,-2.5258082327
1518461573.7754275799,-1787.0995705601,-736.1591645398,-2.5249890441
1518461573.9752082825,-1788.1709704837,-736.9205800381,-2.5227888661
1518461574.1751396656,-1789.2417330720,-737.6846646135,-2.5218187436
1518461574.3754751682,-1790.3106958828,-738.4483741622,-2.5209431891
1518461574.5756731033,-1791.3792009748,-739.2130534485,-2.5191951143
1518461574.7755272388,-1792.4424484511,-739.9777609618,-2.5172100095
1518461574.9751398563,-1793.5038074779,-740.7435046814,-2.5169836236
1518461575.1756439209,-1794.5728079730,-741.5151635964,-2.5156712517
1518461575.3757362366,-1795.6402296118,-742.2874787475,-2.5152887476
1518461575.5750465393,-1796.7048361454,-743.0582716664,-2.5148911796
1518461575.7753465176,-1797.7779335956,-743.8354718204,-2.5148114924
1518461575.9749979973,-1798.8477830188,-744.6102343734,-2.5145914281
1518461576.1754848957,-1799.9235770168,-745.3904025040,-2.5129471765
1518461576.3756282330,-1800.9961943727,-746.1703192082,-2.5125154184
1518461576.5752935410,-1802.0599673810,-746.9462089237,-2.5108756108
1518461576.7752277851,-1803.1217510415,-747.7227674550,-2.5095791775
1518461576.9751760960,-1804.1807077624,-748.4980167003,-2.5099198885
1518461577.1747133732,-1805.2335797515,-749.2670738801,-2.5112757097
1518461577.3747313023,-1806.2837055074,-750.0326656261,-2.5120939068
1518461577.5746943951,-1807.3319324348,-750.7938459334,-2.5146034866
1518461577.7749786377,-1808.3819606294,-751.5546077677,-2.5138625146
1518461577.9754714966,-1809.4274136002,-752.3141630916,-2.5125941106
1518461578.1750128269,-1810.4684424863,-753.0713639827,-2.5120814640
1518461578.3754332066,-1811.5147067175,-753.8336703315,-2.5112062589
1518461578.5756292343,-1812.5611012880,-754.5986481408,-2.5093700034
1518461578.7749683857,-1813.6034116762,-755.3618478863,-2.5113297708
1518461578.9751479626,-1814.6501269929,-756.1292193110,-2.5062454699
1518461579.1749734879,-1815.6901332378,-756.8992755139,-2.5005345469
1518461579.3747196198,-1816.7235606665,-757.6726288258,-2.4976436987
1518461579.5751767159,-1817.7546073323,-758.4493954052,-2.4940806666
1518461579.7754461765,-1818.7778493181,-759.2270165216,-2.4890157327
1518461579.9753537178,-1819.7893316926,-760.0041715518,-2.4838311527
1518461580.1754107475,-1820.7932280701,-760.7842006968,-2.4790645328
1518461580.3750877380,-1821.7876204780,-761.5637104395,-2.4744937816
1518461580.5756211281,-1822.7751574551,-762.3458628931,-2.4694372178
1518461580.7756121159,-1823.7532929190,-763.1261244327,-2.4676833367
1518461580.9751565456,-1824.7222253456,-763.9008053514,-2.4662905814
1518461581.1753947735,-1825.6877008715,-764.6764247059,-2.4645884688
1518461581.3757128716,-1826.6489512822,-765.4485761806,-2.4661848317
1518461581.5756032467,-1827.6033843614,-766.2122818245,-2.4678707553
1518461581.7750701904,-1828.5568899875,-766.9711970940,-2.4704635342
1518461581.9752852917,-1829.5203832881,-767.7334529310,-2.4747136068
1518461582.1752738953,-1830.4883878385,-768.4930533301,-2.4789852871
1518461582.3754978180,-1831.4606511621,-769.2482054075,-2.4833559872
1518461582.5753428936,-1832.4304247099,-769.9925568332,-2.4911410160
1518461582.7749121189,-1833.3984070078,-770.7242263524,-2.4960567479
1518461582.9755938053,-1834.3694430678,-771.4549620745,-2.4974482992
1518461583.1753220558,-1835.3307747615,-772.1732800435,-2.5025510863
1518461583.3751802444,-1836.2906492731,-772.8837309106,-2.5048843739
1518461583.5754950047,-1837.2511120744,-773.5925973431,-2.5074695647
1518461583.7756035328,-1838.2006363440,-774.2877389907,-2.5109213384
1518461583.9754328728,-1839.1485551447,-774.9782748409,-2.5129023155
1518461584.1768929958,-1840.0975271850,-775.6663715046,-2.5150273634
1518461584.3750882149,-1841.0227815159,-776.3361850038,-2.5150793649
1518461584.5754003525,-1841.9475258207,-777.0071067853,-2.5142707409
1518461584.7747189999,-1842.8607259618,-777.6694604042,-2.5132844999
1518461584.9753119946,-1843.7670034405,-778.3283911384,-2.5132607704
1518461585.1748468876,-1844.6605765581,-778.9776539103,-2.5134822077
1518461585.3757865429,-1845.5504099378,-779.6232450351,-2.5142330786
1518461585.5753660202,-1846.4249530951,-780.2574825480,-2.5136202871
1518461585.7747941017,-1847.2897362028,-780.8866156400,-2.5113206658
1518461585.9748935699,-1848.1473358557,-781.5118382177,-2.5118584441
1518461586.1749565601,-1848.9980582358,-782.1297917773,-2.5161738385
1518461586.3750267029,-1849.8505570125,-782.7440797130,-2.5168451305
1518461586.5755383968,-1850.6960419512,-783.3555632842,-2.5135957392
1518461586.7753148079,-1851.5243524071,-783.9580107318,-2.5143675150
1518461586.9749250412,-1852.3530450087,-784.5536412134,-2.5233121324
1518461587.1753039360,-1853.1761321988,-785.1291421065,-2.5422505492
1518461587.3750388622,-1853.9992267211,-785.6734766988,-2.5737436503
1518461587.5756545067,-1854.8333788076,-786.1824765218,-2.6146691329
1518461587.7754282951,-1855.6746302205,-786.6445009734,-2.6655955021
1518461587.9753646851,-1856.5301461728,-787.0541460407,-2.7249925170
1518461588.1762015820,-1857.4051221079,-787.4081426006,-2.7914503763
1518461588.3756604195,-1858.2852280530,-787.6919165508,-2.8700856760
1518461588.5749268532,-1859.1738306397,-787.8973915608,-2.9601839319
1518461588.7747051716,-1860.0708963588,-788.0200157852,-3.0516553936
1518461588.9749410152,-1860.9671493696,-788.0581517008,3.1347216486
1518461589.1752285957,-1861.8499856846,-788.0061135576,3.0294676163
1518461589.3748507500,-1862.7069381329,-787.8617342308,2.9204216601
1518461589.5752067566,-1863.5398817209,-787.6260329041,2.8113449727
1518461589.7748544216,-1864.3311390433,-787.3061158103,2.7040745454
1518461589.9754297733,-1865.0855367996,-786.9022777713,2.5972206122
1518461590.1748380661,-1865.7953249730,-786.4248765704,2.5051285946
1518461590.3766093254,-1866.4800592792,-785.8795779100,2.4373555919
1518461590.5753006935,-1867.1305681718,-785.2987804370,2.3895087603
1518461590.7755734921,-1867.7687670782,-784.6784686273,2.3538656368
1518461590.9753897190,-1868.3919991602,-784.0365448601,2.3321012356
1518461591.1757173538,-1869.0159885032,-783.3733154307,2.3212697400
1518461591.3756670952,-1869.6362576565,-782.7018713497,2.3138954858
1518461591.5749063492,-1870.2621202864,-782.0212723865,2.3135048910
1518461591.7752358913,-1870.8962981441,-781.3294922435,2.3118654236
1518461591.9751474857,-1871.5359364904,-780.6294840957,2.3109865558
1518461592.1766736507,-1872.1877003718,-779.9197943361,2.3166915726
1518461592.3754177094,-1872.8381933853,-779.2179272273,2.3196119226
1518461592.5750639439,-1873.4978560216,-778.5110356251,2.3243115300
1518461592.7755143642,-1874.1694487186,-777.7979091663,2.3279662937
1518461592.9754033089,-1874.8443515952,-777.0856101852,2.3291515647
1518461593.1765151024,-1875.5265847716,-776.3660505296,2.3299905223
1518461593.3755633831,-1876.2065580114,-775.6514408497,2.3320212069
1518461593.5753126144,-1876.8943116133,-774.9301024123,2.3324529995
1518461593.7749366760,-1877.5872836512,-774.2025770691,2.3311658923
1518461593.9753572941,-1878.2869716922,-773.4664064779,2.3307182441
1518461594.1752204895,-1878.9909912037,-772.7251269151,2.3302685095
1518461594.3751041889,-1879.7034117185,-771.9753639856,2.3299641682
1518461594.5756342411,-1880.4220078919,-771.2171104783,2.3291832343
1518461594.7754426003,-1875.0286864799,-773.6592018822,2.2362390578
1518461594.9750783443,-1875.6406625041,-772.7904627517,2.2375592657
1518461595.1755163670,-1876.3270424346,-771.9451427255,2.2365847736
1518461595.3754847050,-1877.0391607824,-771.1207682552,2.2392679176
1518461595.5757310390,-1877.7112625298,-770.2714445223,2.2418753611
1518461595.7756352425,-1878.4996904208,-769.4409454721,2.2514303532
1518461595.9756691456,-1879.2504324841,-768.6080795410,2.2555488852
1518461596.1756939888,-1880.0142148613,-767.7776255389,2.2585979394
1518461596.3748483658,-1880.7852713773,-766.9420129982,2.2626069672
1518461596.5748322010,-1881.5664276929,-766.1020653833,2.2670332173
1518461596.7747042179,-1882.3587825083,-765.2611203968,2.2727553599
1518461596.9746968746,-1883.1634123002,-764.4152721510,2.2772512771
1518461597.1747925282,-1883.9798829362,-763.5614199060,2.2825967215
1518461597.3756446838,-1884.8104626895,-762.7001091304,2.2895879239
1518461597.5755474567,-1885.6480944563,-761.8384193951,2.2953554992
1518461597.7753415108,-1886.4998473890,-760.9646246363,2.2975817550
1518461597.9755022526,-1887.3582100358,-760.0785474681,2.3010225645
1518461598.1753752232,-1888.2245016758,-759.1891621925,2.3079068615
1518461598.3751230240,-1889.0970273600,-758.2948001531,2.3085534830
1518461598.5753462315,-1889.9740658444,-757.3922628881,2.3108825948
1518461598.7752165794,-1890.8520895447,-756.4881300098,2.3141522977
1518461598.9749481678,-1891.7356704320,-755.5774101037,2.3150719652
1518461599.1751420498,-1892.6231011912,-754.6563993805,2.3159472750
1518461599.3751468658,-1893.5060952484,-753.7338442972,2.3160362373
1518461599.5753495693,-1894.3934569125,-752.8036170530,2.3140247785
1518461599.7755076885,-1895.2807367167,-751.8654571542,2.3144588911
1518461599.9749791622,-1896.1619714731,-750.9254211109,2.3155014709
1518461600.1757450104,-1897.0572582446,-749.9757092887,2.3202484216
1518461600.3752152920,-1897.9521655157,-749.0331962955,2.3244788837
1518461600.5749678612,-1898.8520330339,-748.0859222879,2.3292305643
1518461600.7769820690,-1899.7754973559,-747.1342901194,2.3389418560
1518461600.9749903679,-1900.6788838648,-746.2008382178,2.3411952389
1518461601.1747908592,-1901.5962732326,-745.2547626649,2.3456412528
1518461601.3746838570,-1902.5167506818,-744.3102706662,2.3467175611
1518461601.5751011372,-1903.4380121325,-743.3581319068,2.3490565544
1518461601.7754678726,-1904.3678722217,-742.4046006190,2.3532508739
1518461601.9750397205,-1905.2980466134,-741.4524527242,2.3541422495
1518461602.1752455235,-1906.2306570713,-740.4970854977,2.3547573815
1518461602.3757061958,-1907.1696276586,-739.5380232711,2.3532748725
1518461602.5749671459,-1908.1000251639,-738.5817993313,2.3500429613
1518461602.7769806385,-1909.0442609576,-737.6101457751,2.3495073998
1518461602.9756140709,-1909.9710817249,-736.6530312760,2.3447506239
1518461603.1756985188,-1910.9012832161,-735.6883025670,2.3432070524
1518461603.3753457069,-1911.8270207889,-734.7264090654,2.3417998974
1518461603.5750243664,-1912.7506657303,-733.7648959648,2.3404935907
1518461603.7751700878,-1913.6747121511,-732.8043316046,2.3403612594
1518461603.9748783112,-1914.5943602264,-731.8509153507,2.3394682313
1518461604.1747312546,-1915.5137875799,-730.9008945677,2.3394697077
1518461604.3754401207,-1916.4379811836,-729.9521434385,2.3390358402
1518461604.5748765469,-1917.3498865916,-729.0153115947,2.3392127611
1518461604.7750844955,-1918.2657286854,-728.0756774984,2.3398605813
1518461604.9748244286,-1919.1726776859,-727.1396350115,2.3404858338
1518461605.1753513813,-1920.0784460182,-726.2063307423,2.3426995127
1518461605.3755505085,-1920.9818020660,-725.2797353303,2.3444685819
1518461605.5751714706,-1921.8788072965,-724.3570122883,2.3477056703
